ITEM_ID,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
510328,,2,-0,-2,2,-4,-4,4,3,-0,1,-0,-3,-1,2,-3,3,-0,-1,2,2,0,1,-1,-3,10,-4,-8,1,-3,-5,8,2,-2,-7,-1,-9,11,1,-1,7,6,-4,-3,1,6,0,-1,-8,-4,5,2,-2,3,4,3,-2,6,1,1,-3,-3,2,-2,0
510330,,1,-2,1,2,0,-2,2,3,-1,1,-2,-3,0,3,-1,2,-0,-2,1,-0,1,1,-1,-2,0,0,-1,2,3,-1,-4,1,2,-5,-0,4,2,1,2,2,0,-0,-2,3,0,-1,0,-3,3,-1,-2,2,0,-3,-1,3,1,1,-1,-2,1,3,-2,3
510336,,0,-0,2,-1,-3,-0,-5,8,5,2,-0,-6,-0,1,-0,6,-2,1,-3,1,1,3,1,-3,-1,-2,-3,1,4,-4,2,1,2,-1,-2,1,1,-1,0,1,0,-2,2,0,3,-0,2,-3,-1,1,0,-2,3,0,-1,5,1,3,-1,-1,0,3,1,0
510340,,4,-0,3,-6,4,-7,-0,3,-4,10,-4,-0,2,5,-0,-4,-2,-4,-6,7,4,1,2,-4,-5,-1,1,4,2,-5,3,2,-3,4,-5,-3,0,-1,3,-1,1,-8,2,7,2,1,1,-7,-2,7,-8,5,2,-8,-0,6,3,5,-1,-7,3,-5,8,7
510344,,5,-0,0,1,-5,-6,14,-1,1,1,3,-9,4,0,0,0,0,-7,4,7,2,4,-1,-4,3,-4,5,-1,-3,1,4,-4,2,0,5,-6,-1,-1,2,2,-0,-4,2,5,-1,0,2,-1,-0,-1,0,1,5,-11,-1,7,6,4,-1,0,5,5,1,2
510347,,-1,-3,-3,0,-2,-6,11,10,2,1,3,-6,-7,-5,0,1,-1,-2,7,16,3,4,-1,-8,-8,-4,-4,-7,5,0,4,3,1,-2,2,-4,-5,-4,3,-3,1,-1,3,4,8,4,-0,-7,-3,0,-3,3,-1,-0,7,5,4,8,-1,-9,-2,3,-1,0
510348,,2,-3,3,1,-4,-3,6,-2,3,0,1,-4,2,-3,3,-0,1,-5,3,1,2,2,-2,0,-1,-1,2,2,-2,3,3,1,8,-8,3,-3,2,1,-0,0,-5,-4,12,1,2,0,4,-5,-4,17,-3,4,10,3,-3,1,-1,-5,-1,-6,3,1,1,6
510349,,-2,-4,2,-1,-3,-4,5,2,1,1,-1,0,0,-0,-1,1,-1,-5,3,3,-2,2,-0,-4,1,-6,-1,4,-3,1,2,2,4,-1,0,1,1,3,0,4,1,-2,-2,1,1,-0,0,-1,1,1,-5,0,-0,1,-0,3,2,0,2,1,3,1,4,0
510350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2,1,5,1,0,-1,3,1,-1,1,-2,1,5,-2,0,-1,-1,2,2,2,0,1,-3,1,3,-2,2
510351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,0,3,7,-2,-7,4,3,1,1,-0,-3,3,0,1,3,0,-6,6,4,4,3,-2,-2,9,1,-1,0
510352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-9,8,3,1,-1,5,6,0,1,-3,-3,3,4,-4,2,1,-4,1,2,4,-7,0,-0,9,-2,2,1
510436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-2,1,3,-3,-1,8,-1,1,-1,-11,4,1,6,2
510437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0,-3,1,2,2,1,3,1,2,-2,-5,0,-1,2,1
510438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0,2,-1,1,3,1,1,1,0,-0,-1,-1,1,8,-6,0
510353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,-4,-2
510528,,2,2,-0,-0,-3,-0,0,3,-2,-1,-4,1,-0,1,-0,-1,1,-1,0,0,0,0,1,-4,-0,1,-5,-1,-2,4,2,4,4,-5,-2,-2,-3,-0,4,5,-2,-1,1,1,-1,-1,11,-10,-1,-0,12,0,0,-2,3,7,-1,-9,10,10,0,0,1,-1
510104,,-2,-2,3,1,-4,-11,5,8,1,4,-4,-2,-1,1,0,3,-2,-8,8,5,2,3,-1,-4,-4,-1,-1,-2,2,7,-3,4,2,-7,1,-6,-7,1,5,4,0,-3,-2,3,3,0,4,-6,-1,0,2,6,-3,-4,2,7,4,-0,-1,0,-2,0,1,2
510106,,1,1,-0,1,-6,0,0,4,0,-0,1,-1,1,2,-1,2,-1,-1,-0,0,2,-0,-2,-3,0,-0,-1,-2,5,0,0,2,-1,-5,3,-3,-6,6,2,3,0,0,-0,-0,1,1,0,-2,1,2,-1,3,2,-1,2,1,0,-0,-0,-1,0,0,0,0
510108,,-2,8,-2,-3,-3,-6,7,8,2,1,-2,-4,1,-2,-4,3,-2,-7,9,9,2,-0,-1,-5,0,2,-2,-2,3,1,-6,7,3,-5,-1,-8,-8,0,12,-7,1,0,1,5,3,-0,1,-3,-1,-1,3,-0,1,-3,-0,6,2,3,1,-3,0,-1,0,-3
510109,,2,3,0,-0,-2,-1,0,1,-1,1,-2,-1,1,1,0,1,-2,-1,-0,1,-0,1,-2,0,0,-1,-3,2,3,-2,-1,5,-1,-5,1,-14,5,1,2,4,-0,0,-1,-2,3,2,4,-5,3,2,1,1,-0,2,2,2,1,1,1,-3,3,0,0,1
510113,,2,1,-1,-1,1,-1,-2,2,-2,3,-0,-3,2,-2,3,1,0,-0,-5,-0,-1,2,-3,-1,2,2,0,-9,10,-3,2,2,-5,-4,3,-6,-2,2,8,3,0,-1,-3,1,1,-1,1,-3,1,3,2,3,-1,-1,2,0,3,-0,-1,-1,2,2,0,1
510117,,2,1,1,-0,-5,1,0,4,1,-0,-3,-1,1,3,0,-1,1,-3,-2,5,-0,1,-1,-2,1,0,-7,-3,4,-6,12,2,1,-7,3,-10,6,1,4,0,1,-2,-1,1,2,-0,0,-0,2,1,1,-0,0,-1,2,-1,4,1,-0,-1,3,1,2,0
510118,,3,4,-2,1,-6,-1,5,2,1,-0,-1,-2,0,4,-1,1,0,-3,-2,3,0,-1,-3,-1,0,-0,-3,-4,6,-1,1,-1,1,-4,2,-12,1,0,6,2,1,2,-1,1,1,1,-2,0,1,2,0,1,-0,-0,-1,3,2,3,0,-0,1,1,2,0
510120,,-3,-4,-3,-0,-5,0,4,7,-1,4,-3,-6,4,-0,-3,4,-2,-5,5,3,2,1,-2,-4,2,-4,-5,2,5,0,-0,3,4,-6,4,-7,-4,3,4,-1,3,-1,-1,-1,5,2,-2,-2,0,2,2,2,1,-3,0,3,4,1,1,-4,1,-2,2,1
510128,,-1,3,-1,1,-2,-4,2,2,0,-1,1,-4,-1,2,-0,1,1,2,-0,-0,-0,1,-0,-6,-1,0,-2,0,0,-2,-1,1,13,1,0,11,-5,-1,1,-0,-1,-2,1,-5,-1,-4,7,1,-0,36,3,1,-1,-11,-2,9,-1,-2,8,-3,-1,-1,-1,1
510130,,-5,4,0,0,-3,-1,2,17,1,3,-4,-9,-5,1,0,1,-0,-2,2,11,3,3,-5,-11,-6,-4,-3,-1,3,0,1,12,4,-6,6,-19,1,-4,3,2,1,-0,-1,29,3,2,1,-10,-5,1,2,1,0,-1,1,8,1,0,-2,-5,0,-3,-1,1
510131,,1,1,2,1,-4,-3,-1,8,-3,4,-2,-4,1,1,1,1,-1,-5,0,1,-1,1,1,-4,0,2,-5,-4,6,-4,3,0,8,-2,2,-8,-3,2,4,5,-0,-2,-0,-1,7,-1,3,-8,6,1,1,2,0,-1,2,1,3,-3,1,-2,0,5,0,2
510132,,2,4,-1,-1,-2,1,-0,1,-1,1,-3,-3,2,1,1,-0,-2,-1,1,1,-2,2,-2,-3,1,2,-4,3,-1,2,-0,0,-2,-3,2,-4,-0,-1,1,3,0,-1,-1,4,1,1,-1,0,-3,7,2,2,0,-1,-1,4,1,-0,1,-2,3,6,1,1
510133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,3,0,1,-0,-4,4,1,-3,-1,-1,1,4,0,1,-2,-1,3,1,2,1,-5,3,0,2,0
510134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,-0,-0,-2,3,1,4,1,-1,-3,4,1,0,0
510413,,-0,0,0,0,-1,1,-1,1,-2,2,-0,-1,0,-0,-1,1,-1,1,-1,1,0,0,-1,1,0,-1,-4,4,5,-1,1,-1,1,-2,1,-2,-3,2,0,2,-1,0,0,0,-0,1,-0,1,1,1,0,-0,-0,-0,2,2,2,0,-0,-1,0,4,1,-1
510419,,-1,1,-0,0,-1,-0,1,2,1,0,-1,-1,0,1,0,2,-1,-1,-0,2,2,0,-2,-3,1,-1,-3,5,-1,-4,2,2,-2,-1,0,-3,6,1,1,4,-2,-3,2,3,-3,-1,5,-1,-0,1,3,-0,-0,1,1,7,2,2,-1,-2,3,1,1,1
510433,,-0,-1,0,-1,-1,0,2,1,2,3,-1,-2,-2,-1,4,3,-1,-2,-3,1,-2,1,0,1,-2,1,-2,3,-5,0,4,0,6,-8,-0,12,-2,-2,-0,0,-0,0,4,1,6,-0,-1,0,-2,4,0,0,1,-1,0,2,1,-2,-1,-3,-1,1,1,0
510501,,2,2,1,-0,-1,-1,1,3,-1,0,0,-3,2,1,1,-0,0,-2,1,2,1,-1,-0,-4,2,1,-5,-3,4,-1,1,1,0,-4,-1,-11,3,1,6,6,1,1,1,0,0,-5,2,2,-0,-1,2,2,2,-1,1,1,-2,-0,-0,1,1,2,0,1
510515,,3,3,0,-1,-1,-3,1,2,-6,8,-6,-2,-2,4,-1,-1,1,-4,3,3,-2,2,-3,-2,1,1,-5,1,-2,0,3,-1,-0,2,-6,-6,-2,5,0,3,-2,0,1,0,3,1,2,-1,2,2,0,1,0,-1,-4,3,2,2,-3,-1,4,1,1,2
510516,,4,1,-1,3,-3,-4,2,-2,2,-4,2,-2,0,-1,-4,5,0,1,1,-1,0,2,-3,1,2,-3,1,2,-5,4,0,1,0,-2,-0,1,-3,3,0,2,-0,3,-0,-0,-2,-1,1,4,1,-1,8,-1,1,-0,2,-4,-0,-1,1,-0,3,-2,2,-2
510535,,2,2,2,0,-1,-2,-1,2,-0,-1,-1,-3,-1,2,1,-1,-0,-1,-2,3,1,2,-2,-1,-0,2,-4,2,2,0,-2,1,3,-3,-3,-1,-1,4,2,2,1,-2,-1,2,-1,-1,-1,-4,2,5,2,0,-1,-2,-2,2,3,-1,-1,-3,1,2,-1,2
510534,,-2,4,-0,0,-1,-1,-1,3,-1,-1,-0,-0,-1,3,-3,1,-0,-1,0,0,2,2,-0,-3,0,1,-5,1,0,3,1,-1,1,3,3,-1,1,1,6,-7,1,0,2,1,-0,-0,-4,2,-0,1,1,-4,1,0,2,1,2,-2,-0,0,2,3,-1,0
510206,,10,-1,1,-0,-5,-6,3,5,-1,-1,-1,-4,5,1,2,3,-3,-9,3,3,1,3,-5,-4,5,-3,5,4,-9,-10,10,4,2,-4,-3,-7,-4,10,6,6,1,-5,-2,5,1,1,4,-4,2,7,2,4,-3,-4,2,-1,2,1,-5,-5,8,5,0,1
510208,,2,3,1,1,-6,-8,8,7,0,3,-1,-9,4,3,3,-1,0,-4,6,3,0,-1,-4,-5,5,0,-0,-16,10,-4,3,8,5,-6,-4,-10,-2,4,4,9,1,-3,-5,11,1,-1,7,-8,2,7,0,6,-1,-4,1,1,1,1,3,-12,9,4,3,-1
510212,,1,-2,-6,0,-2,-10,13,6,2,2,-3,-5,0,-3,2,-3,-6,-12,21,10,2,3,-1,-9,2,-3,-3,-7,3,-0,3,12,6,-7,4,-8,-6,1,1,8,-2,-5,-1,7,-0,3,-1,-2,3,4,2,-2,-5,-5,7,8,2,3,-4,-2,9,3,-1,2
510215,,3,1,0,-3,-5,-1,-1,0,-1,8,-3,-1,-1,6,-3,-2,-0,-3,-1,4,-3,4,-3,-0,2,2,-5,10,-1,-2,-2,-1,1,4,1,1,-5,3,2,3,2,0,-0,-0,0,-1,6,-5,1,3,2,2,-1,-1,-1,2,2,1,-2,-2,3,1,1,3
510219,,-3,5,-5,0,-5,-4,9,7,-1,3,1,-11,-0,2,0,-1,-5,-7,9,6,2,1,-4,-5,3,-3,-9,5,-8,4,4,5,7,-4,-1,-13,-0,2,6,8,1,-4,-4,4,4,2,3,-6,-0,0,0,0,-0,-4,7,3,4,0,1,-7,3,-2,1,0
510223,,3,0,1,0,-5,1,1,7,-4,-0,-6,-3,4,3,4,3,2,-7,8,2,-7,-0,-4,-10,7,-1,8,-7,2,-6,5,3,3,-3,-3,-11,-6,4,2,10,3,-1,-4,-3,-1,2,-2,-5,5,1,0,4,-1,-5,1,2,0,2,-2,-6,7,-1,1,3
510233,,4,-0,0,-1,-2,-7,-3,9,1,3,1,-7,3,0,-2,-0,-3,-4,8,5,3,1,-3,-5,0,0,-0,2,-6,1,-5,11,2,0,-2,-8,-1,3,2,2,5,-6,0,7,5,0,0,-2,0,2,2,1,-1,-6,5,2,1,2,8,-8,3,1,-2,3
510235,,1,4,0,1,-1,-5,6,2,1,1,0,-5,3,0,1,3,1,-6,-0,2,5,1,-3,-10,6,1,5,-4,8,-9,6,-2,4,-2,-5,-6,-3,5,2,1,1,-6,1,-4,4,3,0,-3,4,-1,0,0,0,0,-3,2,2,-1,1,-3,7,5,0,3
510236,,0,1,2,1,-2,-7,1,5,-3,2,-1,-6,4,5,2,-0,-3,-4,3,3,1,-2,-4,1,7,-4,2,3,-9,7,-2,1,2,-1,-3,-10,-5,2,9,-1,2,-2,7,0,-0,-1,-0,1,0,4,1,-1,2,-4,4,3,3,1,-1,-4,4,1,0,2
510237,,5,3,1,2,-2,-3,6,5,-4,5,-4,-3,5,2,-5,1,-0,-6,5,7,0,-1,-4,-6,3,1,-5,-3,3,-2,6,-1,8,-8,-1,-14,-6,5,6,12,2,-5,-0,-1,5,4,-4,-13,1,5,7,5,0,-2,-1,5,-1,-0,2,-12,5,6,3,3
510245,,10,-3,4,0,-3,-11,7,3,3,5,-1,-13,7,4,2,-2,0,-8,3,7,2,3,-3,-7,3,1,-10,0,5,-5,1,5,5,-8,-4,-7,-7,1,7,11,2,-6,1,5,3,3,-3,-8,7,3,4,0,-2,-4,1,9,2,-4,-4,-6,12,2,2,2
510248,,2,0,-0,0,0,-8,4,1,-2,5,-1,-4,11,3,-3,1,-2,-2,2,5,2,-0,-2,-2,4,-3,-2,2,-0,2,-0,2,4,-2,-0,-12,-6,10,1,3,5,1,-0,1,0,2,2,-3,6,3,1,0,-1,2,1,1,2,-2,-0,1,2,4,-1,1
510250,,-3,2,1,0,-3,-5,5,9,1,-1,-0,-11,-8,2,2,0,-1,-4,4,18,5,3,-5,-9,-4,-5,-2,3,-0,-2,0,16,4,-5,-1,-8,-6,-2,6,5,1,-3,0,8,5,1,3,-11,-4,-0,2,2,-1,-2,2,4,4,-3,-2,-5,2,1,2,2
510257,,7,5,0,1,-8,-9,7,7,-2,-1,-1,-5,5,1,2,-1,-3,-7,6,6,-1,3,-3,-9,6,-4,-1,-12,10,-1,4,3,-1,-4,7,-11,-3,4,4,5,1,-4,1,10,-1,6,-1,-4,1,5,4,1,-5,-4,2,2,-0,5,-3,-12,9,2,3,3
510258,,2,3,-1,-1,0,-3,-1,-0,0,3,-0,-2,1,-0,1,2,-3,-0,-2,4,-0,1,-3,1,1,3,1,-2,-0,-2,-1,2,4,-4,1,4,-1,2,1,-1,0,-2,-1,-1,1,0,-1,0,3,-2,2,3,-1,1,2,2,2,1,0,-2,5,0,1,-1
510259,,7,1,6,0,-2,-6,9,6,-3,4,-1,-13,1,2,6,-1,-6,-2,6,4,-2,6,-2,-14,7,9,-3,4,-5,-8,-5,3,8,-6,-6,-8,-3,5,10,-3,6,0,-1,-5,1,9,-5,-12,5,11,4,1,-1,-3,-0,5,-2,5,-3,-13,4,4,3,2
510405,,2,2,-3,-1,-1,-6,6,0,2,3,-1,-10,7,-3,3,-2,-1,-10,1,5,2,3,-1,-2,-1,-1,2,-2,-2,6,-3,2,2,-2,-2,-2,0,7,-2,0,-1,-3,0,3,5,2,-2,-4,4,-1,5,-2,-2,-3,0,7,1,2,-2,-6,7,5,-2,2
510406,,-1,2,-0,1,0,-1,2,0,0,0,0,-2,0,-1,1,1,0,-2,0,3,-1,2,1,-2,1,-0,0,1,-1,2,0,-0,0,2,-1,2,-0,-1,-0,1,0,-2,0,0,2,0,-0,2,0,1,-1,0,0,-0,0,2,0,1,1,-1,3,1,-1,2
510407,,2,-2,2,1,-0,-1,0,-1,-1,2,1,-3,1,-1,0,1,-0,-3,1,2,-1,2,-1,-0,-0,-1,4,-5,8,0,-1,1,-0,-2,0,-1,0,-1,2,-2,3,-1,-2,1,2,2,-2,2,0,-1,1,-1,0,-1,-1,3,2,-1,-0,0,4,1,-2,4
510506,,10,2,3,-2,-1,-6,2,-0,-2,4,-5,-4,4,3,2,-1,-2,-7,-5,2,2,5,-1,-6,5,1,-5,-1,-2,-1,-2,-1,4,3,-0,-9,0,5,3,1,-2,-4,-4,-2,9,-1,0,0,4,4,1,1,-2,-3,-5,6,-1,4,-2,-5,2,5,-1,0
510529,,-4,2,1,1,-1,-6,6,4,-2,1,-1,-6,-5,-3,1,-4,-2,-1,11,4,5,-2,-1,-11,-4,2,1,5,-3,2,1,5,3,-5,0,-14,-6,-0,3,-2,2,-3,5,4,0,2,1,-3,-10,-0,2,4,2,2,4,3,2,-2,-3,-2,-2,1,11,3
510530,,6,2,-1,2,-1,-5,1,2,-2,1,-1,-3,1,2,0,1,-3,0,2,1,-0,1,-1,-2,2,0,-3,1,-2,3,1,2,-1,-1,-1,-6,-1,6,2,4,0,-3,-1,2,0,0,-1,-3,2,1,1,1,-3,-2,1,4,0,1,-3,-0,2,-1,0,0
310207,,0,-0,0,0,0,1,-0,-0,-1,0,0,0,1,0,-0,0,-0,0,1,-2,0,1,-0,1,-0,-0,-1,0,1,1,-2,-1,0,1,0,0,-0,0,0,0,0,0,0,-0,-0,0,0,0,1,2,0,-0,0,-0,-0,0,1,0,0,2,3,1,3,2
310215,,1,0,1,-1,-0,3,0,-2,-5,3,-3,7,1,-0,-1,-1,2,0,-3,-1,2,3,-4,3,-1,-3,3,0,2,1,-5,-1,3,-1,-0,-2,1,2,-0,0,2,-3,-0,1,-2,2,-0,-2,3,0,-0,-0,2,-2,1,2,0,2,-4,9,-4,1,2,2
310216,,-3,-2,-0,1,-3,1,4,3,-2,-4,-6,12,0,0,-8,6,2,1,0,0,-0,-1,-9,8,2,2,3,-1,-2,-3,1,-1,-0,-1,-1,5,-0,-2,-0,1,-2,-0,3,-1,-0,-0,-3,3,1,0,-1,2,-2,1,1,1,-1,-0,1,6,0,1,2,-1
310219,,-1,-2,1,-1,-0,-0,4,-0,-1,-3,0,4,-0,-2,2,-1,-0,1,2,2,-3,-1,0,4,-5,0,2,2,0,-1,-2,-1,-1,-0,-1,1,-1,-1,1,2,-3,1,3,-2,1,-1,-2,2,-0,1,2,-1,-1,1,0,2,0,1,0,2,-1,0,4,1
310220,,-1,2,0,0,-1,2,-0,-0,-2,3,-3,1,0,0,-3,2,-2,0,1,0,1,-1,0,0,-1,1,-2,1,-1,-1,1,-1,1,0,-0,-1,1,-0,-0,0,-1,0,-0,0,-1,1,1,-0,2,0,0,3,-3,3,2,-0,2,0,-1,2,0,2,1,2
310222,,0,-0,0,0,-2,2,-1,0,-2,0,2,1,0,-0,0,-0,1,0,-2,0,2,-2,1,-1,2,-1,1,-0,-2,-0,1,1,-0,-0,-2,-0,-1,-0,-0,3,-4,1,2,-1,1,-0,-0,3,0,1,1,0,-0,0,1,0,0,0,0,2,1,1,1,1
310401,,3,-5,2,2,-4,1,2,-0,-1,0,-5,6,0,-3,3,-1,-1,0,2,-3,5,-5,-3,5,2,-4,8,-3,1,1,-6,2,4,-5,-1,6,-2,-2,3,1,-0,-2,-1,3,-2,2,-4,3,-1,2,1,0,-1,1,0,3,-2,1,-3,3,1,0,0,1
310403,,0,-2,2,-2,2,-2,-1,2,-2,0,-3,4,3,-4,3,-2,2,-2,2,-2,3,-0,-5,6,-1,1,1,2,0,-1,-2,-1,1,2,-2,2,0,-2,4,-5,6,-5,0,-0,-1,2,-4,4,-1,2,1,-0,-2,2,-0,-1,2,2,-6,9,-3,3,2,-2
310406,,1,-2,2,-2,3,1,-3,3,0,-4,-3,10,2,-5,3,-5,4,-1,-1,2,-0,1,-6,10,-1,-2,1,0,-4,2,1,-0,-2,-0,-8,17,-3,-0,2,-1,1,1,0,-1,-1,2,-5,5,-0,-0,-3,3,2,-2,0,4,0,-4,-2,8,-1,-1,0,2
310423,,-9,4,3,-3,1,-5,7,-6,6,-4,-9,14,-6,-2,1,5,3,-3,-1,3,-3,1,-10,16,-2,-1,2,-3,2,-8,7,0,1,-1,-14,18,-9,3,2,5,-4,3,-2,4,1,0,-6,7,-2,3,-4,7,-2,-1,3,1,-2,4,-6,5,-2,1,4,1
310428,,-10,1,-1,12,-1,0,1,-3,-3,-11,1,17,-10,4,-5,11,2,-0,1,-1,-9,-5,-4,25,-11,0,10,2,-1,1,-2,-3,-7,-14,-2,31,-6,-0,0,6,4,-3,1,-1,-6,-9,-9,29,-4,-0,-7,13,0,3,2,-2,-5,-8,-8,30,-6,-5,5,7
310429,,2,-5,-2,3,-2,-0,-2,5,-2,-3,-5,7,3,-6,3,0,1,-2,2,1,2,-6,-4,12,0,-3,1,5,-3,0,-4,2,1,-1,-2,2,2,-1,1,-0,1,-3,1,3,-4,1,1,0,0,1,1,-1,0,1,1,-1,2,-2,-0,4,-1,2,-2,3
310430,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,4,-0,-1,-1,0,2,1,-2,0,0,0,-0,-0,-0,0,-0,0,0,0,0,0,1,1,0,0,-1,1,4,1,4,2,0,-1,1,0,1,-1
310431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-1,-1
212006,,0,1,-1,1,0,-0,-0,0,-0,-1,0,1,-0,-1,-0,2,1,-0,-0,-1,0,0,1,1,-1,1,1,-0,-2,-0,-1,0,1,-2,1,2,0,1,0,-0,-2,-1,1,4,2,-0,1,1,1,-0,1,0,-2,10,1,1,1,1,-2,7,3,-2,4,-2
212008,,-2,0,1,2,-7,4,-6,2,1,-5,0,3,0,-2,-0,2,-1,-3,-1,1,-0,0,-0,4,-4,-1,1,-1,0,1,0,-0,1,-2,0,2,-4,-1,-1,0,-2,2,2,0,1,-1,2,2,4,0,1,4,3,0,2,3,4,9,3,-1,2,-1,1,0
