ITEM_ID,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
510328,100.0,102.0,101.9,99.9,102.1,98.1,94.6,98.0,100.9,100.5,101.5,101.3,98.7,97.614,99.194,96.035,98.799,98.503,97.516,98.996,101.464,101.76,103.043,101.957,99.194,109.113,104.947,96.813,97.805,95.226,90.762,98.102,99.689,98.102,91.357,90.564,82.132,91.413,92.563,91.495,97.573,103.076,98.805,95.766,96.505,102.255,102.419,101.844,94.041,89.904,94.794,96.863,95.264,97.803,101.471,104.668,102.975,109.464,110.122,111.439,107.583,104.786,107.261,104.645,104.726
510330,100.0,100.9,98.9,99.7,101.5,101.5,99.2,101.0,103.8,103.0,103.7,102.0,99.0,99.198,101.97,100.485,102.168,101.871,100.287,101.673,101.277,102.366,103.356,102.465,100.287,100.688,100.688,99.284,100.788,104.198,103.596,99.384,100.488,102.192,97.078,96.978,101.089,102.707,103.515,105.942,107.963,108.267,108.064,105.739,108.873,109.075,108.166,108.57,105.436,108.177,107.545,105.542,107.334,107.545,103.96,103.011,106.28,107.229,108.072,107.229,105.014,106.17,109.298,106.66,110.06
510336,100.0,100.1,99.7,101.3,100.5,97.9,97.5,92.3,100.0,105.1,107.6,107.2,101.0,100.596,101.303,101.0,106.656,104.03,104.737,101.707,103.02,104.131,107.262,108.171,104.434,103.494,101.51,98.586,99.63,103.494,99.421,101.614,102.972,104.747,104.016,101.719,102.554,103.682,102.452,102.452,102.964,102.964,101.016,102.759,102.964,105.733,105.323,106.964,103.58,102.44,103.683,103.89,101.922,104.616,104.926,103.787,108.655,110.209,113.42,112.073,110.623,110.844,113.728,115.238,114.807
510340,100.0,104.1,103.9,107.2,101.3,104.9,97.7,97.6,100.7,97.0,106.8,102.3,101.8,103.734,109.13,108.621,103.836,101.495,97.219,91.213,97.83,101.495,102.614,105.058,100.782,96.146,95.037,96.146,100.077,102.395,97.456,100.077,102.092,98.968,102.798,97.355,94.332,94.521,93.106,95.464,94.898,95.936,88.672,90.276,96.219,98.2,99.426,100.369,93.011,91.616,98.22,90.779,94.965,96.453,88.361,88.268,93.197,96.453,101.382,100.545,93.569,96.283,91.293,98.323,104.88
510344,100.0,105.0,104.5,105.0,105.8,100.9,94.9,107.8,106.2,107.5,108.9,112.6,102.3,106.494,106.494,106.494,106.801,106.904,98.924,102.914,110.382,112.53,116.52,115.19,110.177,113.042,108.414,113.372,112.711,108.965,109.626,114.364,110.177,112.16,112.16,117.559,110.838,110.062,108.621,110.395,112.168,111.947,107.291,109.065,114.717,113.942,114.163,115.937,114.607,114.377,112.773,113.002,114.377,119.879,106.928,105.553,112.773,119.42,124.234,122.515,122.515,129.008,134.931,136.861,139.132
510347,100.0,99.1,96.4,93.6,93.8,91.5,85.8,95.0,104.5,106.2,107.0,109.7,103.6,96.141,90.961,91.272,92.618,91.272,89.614,95.623,110.541,113.96,118.726,117.379,107.537,99.256,95.063,91.729,85.062,88.933,89.363,93.127,95.6,96.998,95.493,97.428,93.772,89.271,85.801,88.333,85.426,86.458,85.333,87.583,90.959,98.086,102.493,102.118,94.804,91.865,92.244,89.779,92.339,91.865,91.675,98.311,103.715,107.886,116.04,114.333,103.526,101.455,104.177,102.86,102.571
510348,100.0,102.3,99.2,102.2,103.6,99.0,96.3,101.7,99.5,102.1,102.4,103.5,99.2,101.085,98.208,101.283,101.085,101.68,97.018,99.696,100.291,102.771,104.755,103.069,103.565,102.322,101.183,103.047,104.911,103.047,106.257,109.675,110.711,119.617,109.779,112.575,109.468,112.095,112.862,112.752,113.08,106.95,102.681,114.941,115.708,117.459,117.788,122.823,117.131,112.446,131.772,128.141,133.763,146.531,151.216,147.35,149.107,148.288,141.143,140.323,131.421,135.889,136.775,137.655,145.304
510349,100.0,98.1,94.2,96.0,94.7,92.0,87.9,92.2,93.7,94.2,95.4,94.5,94.9,94.995,94.615,93.856,95.09,93.951,89.491,92.528,95.185,93.477,95.375,95.28,91.104,92.015,86.093,84.909,88.553,85.547,86.64,88.644,90.648,94.475,93.564,93.746,95.021,95.972,98.822,99.012,102.813,104.049,102.433,100.628,101.863,103.193,103.098,103.573,102.053,102.972,103.584,98.889,98.991,98.889,99.706,99.604,102.563,104.911,105.217,107.564,108.687,111.512,112.855,117.611,117.267
510350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.6,98.9,99.9,104.7,105.9,106.0,105.0,107.7,109.3,107.8,108.6,106.9,107.648,113.207,111.176,111.39,110.748,109.252,111.39,113.207,115.024,115.024,116.2,113.207,114.113,117.087,115.04,117.198
510351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,98.4,98.6,101.8,108.5,106.0,98.2,102.0,105.5,106.1,107.4,107.1,103.4,106.502,106.709,108.156,111.052,111.569,105.365,111.569,115.601,120.564,123.977,121.392,118.393,128.93,129.844,128.609,128.419
510352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.5,88.5,95.8,98.5,99.0,98.0,102.7,109.0,109.4,110.0,107.1,103.6,106.19,110.127,105.258,107.64,108.366,104.222,105.154,107.433,111.681,103.6,103.704,103.6,113.028,110.513,112.876,114.001
510436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.9,102.1,100.5,101.8,105.1,101.7,100.7,108.4,107.8,108.5,107.5,95.6,99.424,100.574,106.434,108.338
510437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.4,101.9,98.6,99.3,101.6,103.4,104.6,107.7,108.8,110.7,108.6,103.2,102.787,101.354,103.58,104.842
510438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.6,101.6,100.6,101.2,103.9,104.7,105.4,106.9,107.0,106.9,105.7,104.8,105.429,113.408,106.977,106.657
510353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.8,112.399,107.458,105.622
510528,100.0,102.3,104.8,104.5,104.1,100.9,100.7,101.1,104.3,102.5,101.7,97.9,98.4,97.908,98.597,98.498,97.711,98.203,97.121,97.416,97.613,98.006,98.105,98.99,95.448,95.066,95.543,90.294,88.958,87.43,90.962,92.489,96.402,100.411,95.066,93.348,91.248,88.42,88.237,91.613,96.267,94.807,93.803,94.351,95.537,94.989,93.712,104.479,93.529,92.594,92.22,103.07,103.35,103.537,101.48,104.192,111.394,110.271,100.825,111.02,121.869,122.356,122.928,124.685,122.969
510104,100.0,98.1,96.0,98.7,99.2,95.3,84.8,89.0,96.4,97.3,101.3,97.6,95.5,94.736,95.595,95.786,98.842,96.646,89.006,95.978,100.657,102.376,105.814,104.859,100.752,96.823,95.715,94.808,92.592,94.304,100.45,97.629,101.156,103.372,96.42,97.125,91.08,84.796,85.524,89.896,93.084,93.266,90.716,89.35,91.627,94.632,94.997,98.458,92.629,91.702,91.98,94.203,100.039,97.167,93.462,95.778,102.077,105.875,105.504,104.207,104.207,102.331,101.825,102.388,104.169
510106,100.0,100.8,102.3,102.1,102.9,97.1,97.3,97.3,101.0,101.0,100.9,101.8,100.7,101.405,103.016,101.606,103.822,103.117,101.808,101.606,102.009,103.822,103.721,101.808,98.686,98.982,98.686,97.897,95.824,100.265,100.364,100.66,102.732,101.844,97.206,99.673,96.515,90.338,95.55,97.48,100.762,101.244,101.63,101.244,100.858,102.113,103.367,103.657,101.437,102.35,103.973,102.857,105.9,107.625,106.509,108.335,109.654,109.654,109.349,109.248,108.436,108.545,108.792,108.414,108.472
510108,100.0,97.7,105.1,102.9,99.3,95.9,89.7,96.2,103.7,105.4,106.8,104.4,99.9,101.398,99.201,95.405,98.102,96.404,89.411,97.902,107.093,109.191,108.791,108.092,102.398,102.398,104.138,101.783,99.838,102.398,103.114,97.175,103.729,106.698,101.169,100.554,92.158,84.416,84.785,94.83,88.287,88.84,88.84,90.13,94.83,97.503,97.411,98.148,95.107,94.251,93.49,96.724,96.533,97.96,95.392,95.297,101.479,103.286,106.139,107.376,104.617,104.513,102.979,102.489,99.764
510109,100.0,101.9,104.5,104.7,104.6,102.4,101.1,101.5,102.8,102.0,102.6,100.7,99.4,100.394,101.189,101.388,102.481,100.692,99.897,99.599,101.09,100.593,101.289,99.301,99.599,99.997,98.802,95.416,97.308,100.296,98.404,97.906,102.388,101.292,96.412,97.806,84.559,88.618,89.718,91.578,95.045,94.707,95.045,94.368,92.085,94.622,96.567,100.118,94.96,98.094,100.278,100.943,101.987,101.892,103.697,105.786,107.4,108.255,109.014,110.154,107.115,110.007,110.16,110.369,111.373
510113,100.0,102.2,103.2,102.1,101.5,102.8,101.6,99.4,101.6,99.3,102.4,102.0,98.7,100.279,98.7,101.266,101.858,102.155,101.957,97.22,97.121,96.529,98.404,95.443,94.752,96.552,98.353,98.637,89.446,98.637,95.984,97.879,99.679,94.847,90.962,93.994,88.214,86.803,88.126,94.918,97.565,97.653,96.506,93.683,94.389,95.624,94.83,95.801,93.331,94.637,97.25,99.117,101.637,100.61,99.304,101.17,101.45,104.717,104.344,103.784,102.757,105.018,107.171,107.531,108.501
510117,100.0,101.8,102.9,103.7,103.3,98.0,99.0,99.1,103.2,104.3,104.1,101.2,100.2,101.603,105.01,105.01,104.308,105.01,102.204,100.601,105.21,104.909,105.711,104.408,102.805,103.525,104.039,96.74,93.656,97.562,91.291,102.188,103.936,104.758,97.254,100.235,90.571,96.096,97.455,100.987,101.44,102.617,100.625,99.357,100.806,102.346,102.255,102.527,102.436,104.69,106.124,106.841,106.534,107.046,105.714,107.66,106.431,110.938,111.86,111.451,110.836,113.718,115.211,117.049,117.002
510118,100.0,103.2,107.8,105.3,106.2,100.3,99.4,104.0,105.9,106.8,106.7,105.3,102.7,103.111,107.424,106.089,106.705,107.219,103.624,101.878,105.062,105.268,104.549,101.776,101.262,101.667,101.161,98.022,94.275,99.845,99.237,100.351,99.541,100.857,97.009,98.731,86.478,87.602,87.948,92.791,94.52,95.212,96.855,95.904,97.115,98.498,99.277,97.461,97.807,98.785,101.034,101.328,102.501,102.012,101.719,100.839,103.773,105.338,107.978,108.272,107.783,109.076,110.004,112.131,112.645
510120,100.0,97.1,93.4,90.5,90.1,85.6,85.6,89.2,95.6,94.3,98.5,95.4,89.9,93.856,93.586,90.439,94.485,92.507,87.473,92.237,94.934,97.092,97.991,95.564,92.058,93.991,90.309,86.074,87.823,91.966,92.334,92.058,94.819,98.502,93.07,96.845,90.124,86.249,89.043,92.828,91.747,94.45,93.549,92.918,92.017,96.433,98.055,96.433,94.721,94.721,96.899,99.267,100.783,102.014,99.362,99.362,101.92,106.182,107.034,107.887,103.624,104.557,102.909,105.326,106.773
510128,100.0,98.8,101.9,100.8,102.2,100.5,96.6,98.1,100.1,100.1,99.1,100.0,95.7,94.839,96.657,96.274,97.04,97.805,100.198,100.006,99.719,99.624,100.772,100.294,94.456,93.417,93.795,92.095,92.283,92.472,90.205,89.261,89.828,101.068,101.823,101.918,112.686,107.277,106.037,107.052,106.601,106.037,103.446,104.009,98.6,97.135,92.853,99.502,100.403,100.303,136.849,141.368,143.175,142.271,126.809,124.5,135.143,134.239,131.829,142.372,138.556,137.032,135.432,134.659,136.172
510130,100.0,95.4,98.8,98.8,99.1,96.0,95.1,96.7,113.0,113.9,116.8,111.6,102.0,97.002,98.226,98.634,99.654,99.246,97.41,98.94,109.752,112.914,116.79,110.772,98.634,92.815,88.672,86.206,85.516,88.179,88.179,88.672,99.226,103.073,97.154,103.27,83.543,84.044,80.368,82.875,84.295,85.548,85.214,84.713,108.94,112.282,115.039,116.041,103.927,98.315,99.563,101.849,103.096,103.2,102.68,103.512,111.722,113.177,113.593,111.098,106.006,106.112,102.659,101.979,102.991
510131,100.0,100.7,101.6,103.6,104.6,100.7,97.7,96.5,104.4,101.3,105.5,103.6,99.3,100.591,101.882,102.776,104.166,103.57,98.506,98.704,100.094,99.399,100.789,101.584,97.314,97.509,99.163,94.2,90.113,95.368,91.281,93.811,93.811,101.012,98.579,100.817,93.227,90.15,92.015,95.557,100.032,99.939,97.981,97.795,96.956,103.295,102.456,105.067,96.769,102.285,103.737,104.511,106.543,106.833,105.963,108.575,109.64,113.22,110.027,111.188,108.575,108.575,113.6,113.842,115.796
510132,100.0,102.0,105.7,104.8,103.5,101.2,102.1,101.9,103.0,101.8,102.6,99.4,96.7,99.021,99.794,100.568,100.181,98.344,97.57,99.021,100.471,98.924,100.471,98.827,96.313,97.758,99.684,95.254,98.528,97.565,99.492,99.203,99.684,97.758,94.676,96.987,93.135,92.855,91.924,92.762,95.463,95.65,94.904,94.066,97.605,98.257,99.002,97.978,98.071,95.325,102.092,104.348,106.309,106.505,105.524,104.936,109.251,109.84,109.545,110.722,108.859,112.233,118.906,119.959,121.508
510133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.4,102.7,104.3,107.5,108.0,109.6,109.4,105.4,109.2,110.2,107.2,106.3,104.918,105.45,109.383,109.808,111.084,109.383,108.107,110.977,111.934,114.485,115.336,109.276,112.773,112.743,115.167,115.606
510134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.1,103.7,108.2,107.9,107.7,105.4,108.2,109.3,114.1,114.8,113.6,110.7,114.685,116.399,116.18,116.212
510413,100.0,99.9,100.0,100.1,100.2,99.5,100.2,98.9,99.9,97.9,100.2,100.1,99.2,99.696,99.498,98.704,99.597,98.605,99.101,98.506,99.696,99.994,100.192,98.803,99.498,99.498,98.801,95.12,98.901,103.378,102.284,102.881,101.687,102.383,100.294,101.289,99.1,96.523,98.01,98.307,100.289,98.802,99.199,99.694,99.892,99.397,100.388,100.19,100.883,102.296,103.002,103.405,103.305,102.8,102.498,104.112,105.726,108.349,108.752,108.551,107.643,107.643,111.987,112.623,111.89
510419,100.0,99.3,99.9,99.7,99.7,99.1,98.8,99.3,100.9,101.9,102.1,100.9,99.4,99.798,101.09,101.388,103.078,102.382,100.99,100.792,103.177,105.463,105.662,103.972,100.792,101.9,100.59,97.163,101.699,100.489,96.558,98.473,100.59,98.877,97.869,98.171,95.147,100.666,101.522,102.664,106.28,104.662,101.522,103.14,106.565,102.949,102.378,107.992,107.231,106.909,108.089,111.627,111.52,111.306,112.7,113.45,121.385,123.852,126.104,125.031,122.994,127.299,128.192,128.878,129.947
510433,100.0,99.7,98.7,99.0,98.3,97.5,97.8,100.2,101.6,104.1,107.3,106.0,103.6,101.217,99.974,104.014,106.708,105.568,102.978,99.767,100.285,97.902,99.042,99.042,100.388,98.481,99.585,97.778,100.89,95.971,95.971,99.385,99.786,106.211,98.18,97.879,109.323,107.464,105.387,104.95,105.278,104.95,105.169,109.432,110.198,117.085,116.976,116.21,116.757,114.539,118.859,119.209,119.442,120.96,119.793,120.376,122.945,124.113,121.077,120.26,116.407,115.01,116.56,117.831,117.975
510501,100.0,101.5,103.7,104.9,104.6,103.5,102.4,103.3,106.2,105.6,105.6,105.6,102.4,104.55,105.37,105.984,105.677,105.984,104.243,104.96,107.315,108.442,107.52,107.418,103.322,105.388,106.525,101.565,98.879,102.392,101.772,102.495,103.528,103.632,99.705,98.982,88.133,90.689,91.747,97.475,102.852,103.909,104.967,105.848,106.377,106.641,101.53,103.733,106.289,106.076,105.226,107.139,109.052,111.71,110.115,111.284,112.454,110.115,109.796,109.69,110.434,112.091,113.858,113.791,115.003
510515,100.0,102.9,106.1,106.5,105.7,104.9,101.3,102.4,104.8,98.4,106.3,100.4,97.9,95.844,99.466,98.781,97.508,98.39,94.865,97.802,100.935,98.683,100.25,97.411,95.55,96.315,96.984,92.206,93.448,91.537,91.919,94.977,94.022,93.926,95.455,89.722,84.18,82.328,86.621,87.042,89.483,88.136,88.473,89.062,89.483,91.756,92.43,93.861,93.356,95.129,96.81,97.276,97.93,98.397,97.837,94.196,96.903,99.237,100.824,97.93,97.183,100.584,101.56,102.585,104.991
510516,100.0,104.0,105.1,104.4,107.7,105.0,101.1,102.9,101.0,103.4,99.6,101.2,98.8,98.998,98.306,94.453,98.8,99.195,99.887,100.974,99.986,100.48,102.653,99.492,100.48,102.489,99.274,100.078,101.987,97.264,101.183,101.283,102.489,102.891,101.283,100.982,102.188,99.326,102.699,103.21,105.356,105.049,108.421,108.217,107.91,105.253,104.436,105.253,109.341,110.106,108.466,117.104,116.12,117.541,117.432,119.838,115.464,115.245,113.933,115.245,114.808,118.826,116.954,119.276,117.341
510535,100.0,102.4,104.0,105.6,105.9,105.1,102.7,101.5,103.8,103.7,102.8,101.4,97.9,97.215,98.879,99.956,98.977,98.879,97.802,95.452,98.585,99.858,101.718,99.466,98.39,97.996,100.161,95.831,97.898,99.767,100.062,97.996,98.586,101.735,98.193,95.241,93.962,93.398,97.533,99.13,100.821,101.573,99.412,98.754,100.915,99.506,98.566,97.626,94.15,95.845,100.552,103.0,103.471,102.153,100.175,98.669,100.175,103.094,102.247,101.399,98.481,99.17,101.02,100.033,102.296
510534,100.0,98.3,102.2,101.9,101.9,100.4,99.1,98.4,101.7,100.9,100.2,100.1,100.0,99.4,102.2,99.6,100.9,100.8,99.4,99.5,99.6,101.7,103.3,103.2,100.5,101.002,102.41,97.384,98.289,98.39,101.002,102.008,101.405,102.208,105.525,109.143,108.54,109.408,110.06,117.006,109.3,110.277,110.277,112.23,113.533,112.99,112.447,107.889,110.277,109.946,110.718,111.49,106.638,107.961,108.402,110.497,111.821,114.577,111.931,111.821,112.151,113.834,117.714,116.337,115.82
510206,100.0,109.9,108.6,109.4,109.3,104.3,98.4,101.2,106.4,105.0,104.2,103.4,99.1,104.154,104.848,106.83,109.506,106.235,96.92,100.091,102.668,103.956,107.424,102.37,97.812,102.996,100.257,105.148,109.256,99.768,90.085,99.181,102.702,104.756,100.648,98.105,90.769,87.32,95.943,101.389,107.289,108.378,102.66,100.845,106.109,107.471,108.742,112.645,107.834,110.53,118.617,120.45,124.979,120.99,115.706,118.402,117.215,119.911,121.205,115.167,109.883,118.673,124.548,124.498,125.166
510208,100.0,102.4,105.4,106.1,107.5,101.4,92.8,100.0,106.6,107.0,109.8,108.6,99.1,103.163,106.037,109.506,108.316,108.614,103.956,110.298,114.064,114.262,113.469,108.514,102.568,107.184,107.184,106.671,89.953,99.286,95.491,98.363,106.261,112.005,105.03,101.03,90.568,88.666,92.56,96.364,105.059,105.693,102.885,98.176,109.044,110.402,109.497,116.742,107.866,110.132,118.33,118.33,125.233,124.046,118.869,120.055,120.918,121.566,122.86,126.851,112.073,121.824,126.843,130.987,130.294
510212,100.0,101.0,98.6,92.8,93.1,91.2,82.5,92.9,98.3,100.2,101.8,99.1,93.9,94.182,91.552,93.149,90.52,85.261,74.838,90.52,99.816,101.412,104.699,103.572,93.806,95.588,92.868,89.679,83.112,85.364,85.27,87.99,98.778,104.219,96.808,100.466,92.587,87.309,88.42,89.716,97.216,95.364,90.365,89.809,96.012,95.827,98.79,97.771,95.735,98.319,102.627,105.021,103.202,98.032,93.15,99.277,107.701,109.999,113.158,109.042,106.361,115.615,118.627,117.243,119.24
510215,100.0,103.1,104.2,104.2,100.8,96.1,95.1,94.3,94.4,93.8,101.3,98.3,97.4,96.621,102.562,99.738,97.497,97.108,94.088,93.309,96.816,93.601,97.497,94.283,93.991,96.247,97.751,92.957,102.45,101.322,99.536,97.093,95.965,96.999,101.228,102.356,103.202,97.629,100.622,102.583,105.369,107.33,107.433,107.33,107.124,107.124,106.195,112.181,107.021,107.556,110.873,113.549,115.475,114.405,113.228,111.73,114.298,116.759,117.402,115.261,112.479,116.19,117.567,119.29,122.84
510219,100.0,97.4,102.0,96.8,97.0,92.1,88.4,96.0,102.8,101.7,105.0,105.6,93.6,93.226,94.817,95.004,94.349,89.575,83.023,90.511,96.221,98.467,99.216,95.004,89.95,92.288,89.77,82.034,86.352,79.605,82.574,85.812,90.489,96.786,93.368,92.288,80.325,80.245,81.53,86.751,93.98,95.265,91.651,88.277,92.052,95.908,97.595,100.647,94.623,94.339,94.717,94.907,95.38,95.096,91.69,98.502,101.814,105.883,105.883,106.64,99.165,101.644,99.261,99.977,100.387
510223,100.0,102.6,102.8,104.0,104.4,99.6,100.2,101.2,108.1,104.2,103.7,97.8,95.2,99.484,102.15,106.529,109.67,111.574,103.482,111.479,113.383,105.958,105.577,101.198,91.582,98.451,96.986,105.045,97.902,99.458,93.872,98.726,101.382,104.129,101.29,98.085,87.644,82.473,85.979,87.557,96.496,99.652,98.425,94.919,92.377,91.413,92.903,90.975,86.768,91.367,92.061,92.495,96.573,95.531,91.193,91.887,93.883,94.317,96.312,94.317,88.33,94.248,93.353,94.544,97.086
510233,100.0,103.9,103.7,104.1,103.4,101.4,94.2,91.6,100.2,100.8,103.9,104.8,97.3,100.024,100.316,98.078,97.592,94.381,90.878,97.981,103.235,106.835,107.808,104.5,99.441,99.739,99.838,99.341,101.231,94.767,95.96,90.988,101.429,103.12,103.319,101.032,92.48,91.555,94.699,96.179,98.121,102.653,96.456,96.456,103.67,109.034,109.034,109.219,106.537,107.069,109.626,111.864,113.462,112.503,105.365,110.692,113.142,114.633,116.445,126.139,116.018,119.963,120.985,118.761,122.186
